name,x86_64-linux,aarch64-linux,x86_64-darwin,aarch64-darwin
python314Packages.es-client,324630018,,,
python314Packages.escapism,324630017,324630014,324630015,324630013
python314Packages.etelemetry,,,324630083,324630077
python314Packages.exiv2,324630240,,,
python314Packages.faraday-agent-parameters-types,324630403,324630401,324630402,324630400
python314Packages.finvizfinance,324630768,,,
python314Packages.flake8-future-import,,324630888,,
python314Packages.freud,324631447,,,
python314Packages.glean-sdk,324632096,324632099,,
python314Packages.graph-tool,,,324632614,324632612
python314Packages.hakuin,,324632994,,
python314Packages.harlequin-postgres,,324633026,,
python314Packages.hdf5plugin,324633151,,,
python314Packages.hebg,324633182,,,
python314Packages.hepunits,324633205,,,
python314Packages.homepluscontrol,324633424,324633422,324633423,324633421
python314Packages.howdoi,,324633446,,
python314Packages.httpie,324633592,324633591,,
python314Packages.hyper-connections,,324633813,,
python314Packages.ibmiotf,324633826,324633822,,
python314Packages.ics,,324633871,,
python314Packages.imbalanced-learn,324634018,,,
python314Packages.importmagic,324634081,324634079,324634078,324634076
python314Packages.inject,324634172,,,
python314Packages.invocations,324634297,324634290,,
python314Packages.ipv8-rust-tunnels,,324634373,,
python314Packages.irc,324634475,,,
python314Packages.jaxopt,324634709,,,
python314Packages.jfx-bridge,324634766,324634765,324634768,324634762
python314Packages.johnnycanencrypt,324634840,324634838,,
python314Packages.jupyterlab-execute-time,,324635231,,
python314Packages.kalshi-python,324635348,,,
python314Packages.kanidm,324635357,,,
python314Packages.kopf,324635563,,,
python314Packages.labgrid,324635642,324635629,,
python314Packages.latexify-py,324635851,,,
python314Packages.leanblueprint,324635959,324635956,,
python314Packages.libarcus,324636056,,,
python314Packages.llama-cloud,324636491,324636489,,
python314Packages.llamaindex-py-client,324636519,324636516,,
python314Packages.locust-cloud,,324636740,,
python314Packages.logical-unification,324636781,324636782,,324636794
python314Packages.logilab-common,324636786,,,
python314Packages.magika,324637068,,,
python314Packages.mahotas,324637046,,,
python314Packages.mat2,,324637315,,
python314Packages.md-toc,324637380,,,
python314Packages.mdtraj,324637588,324637647,,
python314Packages.meraki,324637548,324637544,,
python314Packages.migen,324637739,324637737,,
python314Packages.mim-solvers,,324637846,,
python314Packages.mkdocs-simple-blog,324638054,,,
python314Packages.mockfs,324638187,,,
python314Packages.momepy,324638273,324638262,,324638271
python314Packages.motionblindsble,,324638366,,
python314Packages.mpv,,,324639409,324638718
python314Packages.msprime,324638557,324638554,,
python314Packages.nglview,324640590,324640588,,
python314Packages.nidaqmx,,324640637,,
python314Packages.nikola,324640667,324640650,,
python314Packages.nuclear,324640924,,,
python314Packages.numpy-typing-compat,324640987,,,
python314Packages.nutils,324641005,324640999,324641000,324640998
python314Packages.oca-port,,324641099,,
python314Packages.odc-loader,324641135,324641147,,
python314Packages.opensfm,324641545,,,
python314Packages.opentelemetry-instrumentation-urllib3,324641687,,,
python314Packages.oscpy,324641899,324641894,,
python314Packages.pandera,324642653,324642248,,324642171
python314Packages.para,324642202,324642200,,
python314Packages.pglive,324642732,324642804,,
python314Packages.pgsanity,324642755,,,
python314Packages.phart,,324642763,,
python314Packages.plum-py,324643206,324643200,,
python314Packages.plux,324643219,,,
python314Packages.pot,,324643386,,
python314Packages.primer3,,324643545,,
python314Packages.propka,324643659,324643657,324643658,324643656
python314Packages.proton-client,324643700,,,
python314Packages.psycopg2cffi,,324643806,,
python314Packages.pycangjie,324644501,324644497,324644502,324644499
python314Packages.pycddl,324644532,,,
python314Packages.pycm,324644589,324644590,,
python314Packages.pycyphal,,324644780,,
python314Packages.pygitguardian,324645324,,,
python314Packages.pygsl,324645403,,,
python314Packages.pylint-django,324645887,324645882,,
python314Packages.pynest2d,324646284,,,
python314Packages.pyomo,324646447,,,
python314Packages.pyquaternion,324646850,324646848,,
python314Packages.pyreaderwriterlock,324646936,324646934,,
python314Packages.pyrogram,324647009,324647008,324647015,324647007
python314Packages.pyshark,324647176,,,
python314Packages.pysnooper,,,324647370,
python314Packages.pytask,324647589,,,
python314Packages.pytenable,324647616,324647619,324647617,324647611
python314Packages.pytest-asyncio-cooperative,324647657,324647654,,
python314Packages.pytest-flask,324647806,324647802,,
python314Packages.pytest-pylint,324647996,,,
python314Packages.python-datemath,324648375,,,
python314Packages.python-etcd,324648449,,,
python314Packages.python-ldap,324648627,324648622,324648624,324648626
python314Packages.python-lsp-server,,,324648670,
python314Packages.python-redis-lock,324648911,,,
python314Packages.python-tds,,324648998,,
python314Packages.pytorch-pfn-extras,324649522,,,
python314Packages.qcs-api-client-common,,324649732,,
python314Packages.requirements-detector,,324650493,,
python314Packages.rnginline,324650799,,,
python314Packages.rtfunicode,324651032,324651030,,
python314Packages.rtoml,,324651044,,
python314Packages.sanic,,324651238,,
python314Packages.scalar-fastapi,324651306,,,
python314Packages.schedula,324651322,,,
python314Packages.schema-salad,324651340,324651339,,324651337
python314Packages.scikit-rf,324651410,,,
python314Packages.scikits-odes-daepack,324651433,,,
python314Packages.segyio,,324651620,,
python314Packages.shiv,,324651919,,
python314Packages.skytemple-files,324652239,,,
python314Packages.slh-dsa,324652268,,,
python314Packages.snowflake-connector-python,324652459,324652456,324652458,
python314Packages.solidpython2,324652566,,,
python314Packages.spatialmath-python,324652673,324652671,,
python314Packages.spherogram,324652725,324652721,,
python314Packages.sphinx-last-updated-by-git,,324652823,,
python314Packages.sphinxcontrib-bibtex,324652943,,,
python314Packages.sphinxext-rediraffe,324653077,,,
python314Packages.spyder-kernels,,324653120,,
python314Packages.sqlalchemy-continuum,,,,324653151
python314Packages.sqlalchemy_1_4,324653185,324653184,,
python314Packages.sseclient-py,,324653314,,
python314Packages.symfc,,324653981,,
python314Packages.taskw-ng,,324654153,,
python314Packages.tbats,,324654175,,
python314Packages.timm,,324654727,,
python314Packages.trectools,324655154,324655157,,
python314Packages.tritonclient,324656355,,,
python314Packages.tsplib95,324656419,324656417,,
python314Packages.tstr,324656422,,,
python314Packages.tt-flash,,324656444,,
python314Packages.types-lxml,324656802,,,
python314Packages.victron-mqtt,,324657555,,
python314Packages.warp-lang,324657880,,,
python314Packages.webrtc-noise-gain,324658016,,,
python314Packages.xmlsec,,,324658537,
qrq,324659583,,,
qt6Packages.maplibre-native-qt,324660001,,,
qt6Packages.sierra-breeze-enhanced,324660363,,,
quast,324660382,,,
rabbit-ng,,324660568,,
ragnarwm,324660697,,,
raxml,324660946,,,
redstore,324661413,324661412,,
remarkable2-toolchain,324661577,,,
remodel,324661610,,,
retrofe,,324661897,,
rhvoice,324662014,324662012,,
rlottie,,,324662308,
ronin,324662890,324662887,,
roswell,324662897,,,
rott,324662906,324662904,,
rp,,324662987,,
rtl_fm_streamer,,324663278,,
rubyPackages.gtk3,324663945,324663910,,
rubyPackages_3_3.gtk3,324665597,,,
rubyPackages_3_4.gtk3,,324667360,,
rubyPackages_4_0.gtk3,,324668953,,
sagittarius-scheme,324670714,324670713,,
salmon,324670751,324670748,,
samba4,,,,324670773
sayonara,,324670984,,
sbclPackages.cl-gtk2-glib,,324671251,,324671250
sbclPackages.qt-libs,,324671986,,
sc68,,324672299,,
schildi-revenge,,324672678,,
schroot,324672498,,,
scion-apps,,324672521,,
scsh,,324672716,,
sftool-gui,,324673333,,
sgx-azure-dcap-client,324673367,,,
shark,324673492,324673491,,
siketyan-ghr,324673918,,,
skypilot,324674409,,,
slsnif,324674561,,,
sndpeek,324674850,,,
sortmerna,324675280,,,
soundtracker,324675328,,,
spades,324675452,,,
speech-tools,324675584,324675580,,
speedscope,324675611,,,
spire,,324675752,,
splint,,324675800,,
spooftooph,,324675827,,
sqsh,,324676076,,
squishyball,324676112,,,
srelay,324676150,,,
srsran,324676226,324676227,,
sss_code,,324676398,,
stacktile,324676458,324676457,,
stog,,,,324676878
strobealign,,324676981,,
supermodel,,324677334,,
surge,324677372,,,
switchfin,,,324678053,324677877
sylpheed,324677844,324677843,,
task-master-ai,324678463,,,
tau-hydrogen,324678530,,,
tclPackages.rl_json,324678635,,,
tclPackages.vectcl,,324678704,,
tclint,,324678822,,
tecoc,,324678847,,
tests.cc-multilib-clang,324680586,,,
tests.fetchpatch2.hunks,,324680921,,
tests.home-assistant-component-tests.backblaze_b2,324681763,324681761,,
tests.home-assistant-component-tests.bang_olufsen,324681772,,,
tests.home-assistant-component-tests.bluetooth,324681791,,,
tests.home-assistant-component-tests.cloud,324681846,,,
tests.home-assistant-component-tests.comelit,324681857,324681855,,
tests.home-assistant-component-tests.demo,324681907,324681906,,
tests.home-assistant-component-tests.dsmr,324681961,,,
tests.home-assistant-component-tests.emulated_kasa,324682024,324682023,,
tests.home-assistant-component-tests.growatt_server,324682258,324682257,,
tests.home-assistant-component-tests.hdmi_cec,324682278,324682274,,
tests.home-assistant-component-tests.image_processing,324682372,324682371,,
tests.home-assistant-component-tests.izone,324682454,324682451,,
tests.home-assistant-component-tests.kitchen_sink,324682474,324682473,,
tests.home-assistant-component-tests.knx,324682479,,,
tests.home-assistant-component-tests.litejet,324682538,324682537,,
tests.home-assistant-component-tests.local_file,324682545,324682543,,
tests.home-assistant-component-tests.media_player,324682614,,,
tests.home-assistant-component-tests.numato,324682798,324682799,,
tests.home-assistant-component-tests.openai_conversation,324682873,,,
tests.home-assistant-component-tests.otbr,324682877,324682892,,
tests.home-assistant-component-tests.plex,324682931,,,
tests.home-assistant-component-tests.pterodactyl,324682977,324682972,,
tests.home-assistant-component-tests.recorder,324683038,324683037,,
tests.home-assistant-component-tests.rflink,324683067,,,
tests.home-assistant-component-tests.rfxtrx,324683068,324683066,,
tests.home-assistant-component-tests.shelly,324683167,324683166,,
tests.home-assistant-component-tests.sonos,324683247,324683242,,
tests.home-assistant-component-tests.switch,324683303,324683302,,
tests.home-assistant-component-tests.switch_as_x,324683307,324683305,,
tests.home-assistant-component-tests.synology_dsm,324683319,324683320,,
tests.home-assistant-component-tests.systemmonitor,324683328,324683327,,
tests.home-assistant-component-tests.telegram_bot,324683358,324683352,,
tests.home-assistant-component-tests.template,324683363,324683362,,
tests.home-assistant-component-tests.tplink,324683419,324683424,,
tests.home-assistant-component-tests.twinkly,324683452,324683451,,
tests.home-assistant-component-tests.update,324683471,324683469,,
tests.home-assistant-component-tests.valve,324683497,324683496,,
tests.home-assistant-component-tests.wake_on_lan,324683542,324683539,,
tests.home-assistant-component-tests.wemo,324683584,324683585,,
tkgl,,,324686491,324686490
tla,324686515,324686512,,
tlf,,324686542,,
tm,,324686591,,
translatelocally,324687419,,,
trayscale,,,324687557,324687583
tt-smi,,324689058,,
tunnelgraf,324689254,,,
ucode,,,,324708320
uhd,,,324708521,
uhdMinimal,,,324708523,
uhexen2,,324708532,,
uif2iso,324708551,324708549,,
unity-test,,,,324708881
unixbench,,324708895,,
urweb,,324709287,,
uucp,324709451,324709450,,
valhalla,324709971,324709655,,
vangers,324709685,,,
vapoursynth-nnedi3,,324709728,,
vapoursynth-nnedi3cl,324709730,,,
varnish60,,,324709743,324709741
varnish60Packages.varnish,,,,324709760
vertcoind,,324710088,,
vgm2x,324710120,324710118,,
vowpal-wabbit,324712374,,,
wasmer,324714722,,,
wayv,,324714924,,
whatsapp-chat-exporter,324715338,324715336,,
wily,,324715503,,
world-wall-clock,324716190,324716192,,
x11basic,,324716456,,
xbindkeys-config,324716609,,,
xcodebuild,324716713,324716711,,
xephem,324716928,324716918,,
xeus-cling,,324717006,,
xfstests,,324717144,,
xloadimage,,324717322,,
xlog,,324717315,,
xrizer,,324717690,,
xsnow,,324717754,,
xsokoban,324717763,324717762,,
xyce,324718100,,,
yasr,324718168,,,
yaup,,324718176,,
yersinia,324718417,,,
ytalk,,324718588,,
zcash,,324718915,,
